Date,Open,High,Low,Close,Volume,Adj Close,NDX,SP500,ewma_5,ewma_22,ewma_200,MACD,Lower band,Upper band,Middle band,AO,AC,%R
14-02-00,75.6875,75.75,73.5625,74.4375,5169700,74.4375,3986.129883,1389.939941,76.27512966,73.03943688,71.0233053,2.144473659,56.99708206,84.99666794,70.996875,,,91.81091859
15-02-00,73.4375,76.1875,70.625,73.8125,6424500,73.8125,3997.030029,1402.050049,75.45425025,73.11092005,71.12742335,1.897282643,57.8161954,85.1463046,71.48125,,,91.88517308
16-02-00,72.75,73.4375,70.625,70.6875,4260200,70.6875,3997.969971,1387.670044,73.86532982,72.88806076,71.11143905,1.452161054,58.17983761,85.17016239,71.675,,,92.25644549
17-02-00,71.25,71.3125,68,69,6129600,69,4125.379883,1388.26001,72.24355071,72.53229246,71.03669352,0.962510255,58.72164254,85.05335746,71.8875,,,92.4569326
18-02-00,68.4375,69,63.875,64.75,8726400,64.75,3965.75,1346.089966,69.7456979,71.82341394,70.81966616,0.252109133,59.22865137,84.81509863,72.021875,0.2506,,92.96186308
22-02-00,64.9375,66.5,63.0625,63.5625,5685800,63.5625,3969.129883,1352.170044,67.68463052,71.07403497,70.57514467,-0.395241822,58.37004117,85.01745883,71.69375,-1.150182368,,93.1029466
23-02-00,64.875,71.75,64.6875,70.4375,8441200,70.4375,4170.089844,1360.689941,68.6022541,71.0165086,70.57061447,-0.380060206,58.46473257,85.04151743,71.753125,-1.646322074,,92.28614728
24-02-00,70.5625,71.375,65.625,68.4375,5869300,68.4375,4253.049805,1353.430054,68.54733605,70.78422651,70.50198456,-0.514873057,58.94915599,84.91959401,71.934375,-2.262498544,,92.52376163
25-02-00,67.4375,69.375,65.1875,69.125,4870500,69.125,4178.580078,1333.359985,68.73989074,70.63524922,70.4586452,-0.562306379,59.19966345,84.88783655,72.04375,-2.706248544,-1.203318238,92.4420817
28-02-00,66.5625,67.1875,64.125,65.75,5057700,65.75,4162.129883,1348.050049,67.74326036,70.19785451,70.31356742,-0.849891701,59.97672006,84.51702994,72.246875,-2.783454426,-0.673713235,92.84305591
29-02-00,66,68.968697,65.875,68.875,7148500,68.875,4266.939941,1366.420044,68.12050694,70.07971885,70.27014953,-0.826510126,60.61669795,84.30830205,72.4625,-2.206161153,0.114775795,92.47178349
01-03-00,67.625,68.5,65,65.875,5576700,65.875,4309.009766,1379.189941,67.37200458,69.70510158,70.14012852,-1.028638432,60.37949147,84.38925853,72.384375,-2.477852329,0.00939067,92.82820501
02-03-00,64.9375,65,62.1875,62.5625,7980100,62.5625,4234.259766,1381.76001,65.76883632,69.07009278,69.92027698,-1.429705523,59.30874449,84.77250551,72.040625,-3.403036153,-0.687685632,93.22175377
03-03-00,63.25,64.75,62.0625,62.5,6059500,62.5,4442.870117,1409.170044,64.67922419,68.48711811,69.70901795,-1.73214705,58.90427238,83.00822762,70.95625,-4.126565565,-1.127151639,93.22917922
06-03-00,62.875,67.25,62.8125,63.9375,7665800,63.9375,4457.180176,1391.280029,64.43198279,68.08413865,69.5476878,-1.838028178,58.34266847,82.10733153,70.225,-4.213881741,-0.928382353,93.05839391
07-03-00,64.875,65.8125,62.125,63.5,4178800,63.5,4390.830078,1355.619995,64.12132185,67.67875739,69.38162744,-1.933779742,57.62840485,81.67159515,69.65,-4.900824971,-1.076392819,93.11037205
08-03-00,63.25,64.75,60.5625,63.625,5940700,63.625,4445.680176,1366.699951,63.95588123,67.32080632,69.22627903,-1.976922949,58.19015818,79.15984182,68.675,-5.643288206,-1.185768879,93.09552115
09-03-00,63,69,62.1875,68.8125,8312500,68.8125,4586.259766,1401.689941,65.57475416,67.45234759,69.21529982,-1.584565806,59.13917353,77.06707647,68.103125,-5.246964676,-0.420659645,92.47920894
10-03-00,67.25,68.531197,65,66.875,3713500,66.875,4587.160156,1395.069946,66.00816944,67.40149798,69.15421535,-1.410158735,59.51360331,75.76139669,67.6375,-4.706068462,0.236137149,92.70939784
13-03-00,64,66.625,63,65.3125,5634300,65.3125,4426.799805,1383.619995,65.77627963,67.21771596,69.055536,-1.379421943,59.98735694,74.20014306,67.09375,-4.584377285,0.431927435,92.89503405
14-03-00,66.0625,66.9375,63.375,65.625,4805300,65.625,4226.990234,1359.150024,65.72585309,67.07773765,68.96878345,-1.315142257,60.42547087,72.88077913,66.653125,-4.244855226,0.640255545,92.8579068
15-03-00,64.75,65.125,62,63.75,6082700,63.75,4130.009766,1392.140015,65.06723539,66.78554602,68.83880276,-1.396597065,60.7926391,71.5073609,66.15,-3.951472874,0.595274831,93.08067025
16-03-00,62.25,66.375,60,66.25,9703100,66.25,4353.330078,1458.469971,65.46149026,66.73856232,68.77527533,-1.248391294,61.01267624,70.84357376,65.928125,-4.344487579,0.021764706,92.78365232
17-03-00,66.0625,66.375,64.5,64.8125,5298500,64.8125,4440.450195,1464.469971,65.24516017,66.56971866,68.67942986,-1.230912397,61.00149793,70.43600207,65.71875,-4.675364632,-0.315253113,92.95443763
