Date,Open,High,Low,Close,Volume,Adj Close,Date,NDX,DJIA,SP500
2005-04-29,77.050003,77.08000200000001,75.910004,76.379997,8147700,59.788506000000005,2005-04-29,1420.790039,10192.509766,1156.849976
2005-02-05,76.879997,77.290001,76.029999,76.510002,7232500,59.890271,2005-05-02,1423.709961,10251.700195,1162.160034
2005-03-05,76.779999,76.959999,75.93,76.470001,6196300,59.858959,2005-05-03,1427.609985,10256.950195,1161.170044
2005-04-05,76.599998,77.199997,76.5,77.08000200000001,5512300,60.336453000000006,2005-05-04,1452.199951,10384.639648,1175.650024
2005-05-05,78.0,78.110001,75.33000200000001,75.5,12371800,59.099664000000004,2005-05-05,1450.160034,10340.379883,1172.630005
2005-06-05,75.559998,75.91999799999999,74.970001,75.260002,7750300,59.068275,2005-05-06,1456.0,10345.400391,1171.349976
2005-09-05,75.260002,75.459999,74.709999,74.980003,5616700,58.848516000000004,2005-05-09,1463.380005,10384.339844,1178.839966
2005-10-05,74.75,74.760002,73.040001,73.300003,7982200,57.52995799999999,2005-05-10,1450.359985,10281.110352,1166.219971
2005-11-05,73.629997,73.690002,72.510002,73.279999,6915700,57.51425699999999,2005-05-11,1459.550049,10300.25,1171.109985
2005-12-05,73.529999,73.800003,72.5,72.620003,6061900,56.996255000000005,2005-05-12,1454.790039,10189.480469,1159.359985
2005-05-13,72.529999,73.860001,72.519997,73.160004,7150600,57.420078000000004,2005-05-13,1470.630005,10140.120117,1154.050049
2005-05-16,73.089996,74.489998,73.089996,74.339996,5501500,58.346203,2005-05-16,1480.680054,10252.290039,1165.689941
2005-05-17,73.93,74.43,73.33000200000001,74.290001,5135600,58.306963,2005-05-17,1490.140015,10331.879883,1173.800049
2005-05-18,75.0,76.82,74.690002,76.360001,10309600,59.931615,2005-05-18,1509.26001,10464.450195,1185.560059
2005-05-19,76.5,77.639999,76.370003,77.160004,7030400,60.559503,2005-05-19,1521.430054,10493.19043,1191.079956
2005-05-20,77.279999,77.279999,76.360001,76.410004,6329800,59.970861,2005-05-20,1528.060059,10471.910156,1189.280029
2005-05-23,76.300003,76.949997,76.0,76.510002,4759800,60.049344999999995,2005-05-23,1535.219971,10523.55957,1193.859985
2005-05-24,76.139999,76.510002,75.559998,75.809998,5660700,59.499942000000004,2005-05-24,1540.469971,10503.679688,1194.069946
2005-05-25,75.41999799999999,76.029999,75.16999799999999,76.0,5483400,59.649067,2005-05-25,1532.709961,10457.799805,1190.01001
2005-05-26,76.449997,77.410004,76.290001,77.139999,5832000,60.543802,2005-05-26,1548.800049,10537.599609,1197.619995
2005-05-27,77.110001,77.239998,76.529999,77.099998,3163900,60.512406999999996,2005-05-27,1549.800049,10542.549805,1198.780029
2005-05-31,77.300003,77.410004,75.5,75.550003,6419000,59.295883999999994,2005-05-31,1542.630005,10467.480469,1191.5
2005-01-06,75.57,77.5,75.57,76.839996,7380600,60.30834300000001,2005-06-01,1559.5,10549.870117,1202.219971
2005-02-06,76.75,77.389999,76.68,77.349998,4025600,60.708620999999994,2005-06-02,1568.959961,10553.490234,1204.290039
2005-03-06,77.059998,77.099998,75.739998,75.790001,6149900,59.484248,2005-06-03,1544.47998,10460.969727,1196.02002
2005-06-06,75.800003,75.900002,74.91999799999999,75.0,5978600,58.864211,2005-06-06,1545.27002,10467.030273,1197.51001
2005-07-06,75.0,76.089996,75.0,75.040001,5226600,58.89560600000001,2005-06-07,1531.119995,10483.070312,1197.26001
2005-08-06,75.040001,75.400002,74.629997,74.800003,4280000,58.707242,2005-06-08,1527.680054,10476.860352,1194.670044
2005-09-06,74.58000200000001,75.470001,74.230003,74.93,4423200,58.809270999999995,2005-06-09,1539.459961,10503.019531,1200.930054
2005-10-06,74.75,75.050003,74.099998,74.769997,4895800,58.683691,2005-06-10,1521.02002,10512.629883,1198.109985
2005-06-13,74.5,75.93,74.449997,75.050003,5715700,58.903456000000006,2005-06-13,1529.130005,10522.55957,1200.819946
2005-06-14,75.050003,75.43,74.730003,74.889999,4314900,58.777876,2005-06-14,1524.420044,10547.570312,1203.910034
2005-06-15,75.699997,76.5,75.150002,76.300003,7103600,59.884526,2005-06-15,1529.48999,10566.370117,1206.579956
2005-06-16,76.400002,77.25,76.309998,77.050003,7840000,60.47316800000001,2005-06-16,1537.420044,10578.650391,1210.959961
2005-06-17,77.699997,77.730003,76.379997,76.389999,8593800,59.95516,2005-06-17,1538.130005,10623.070312,1216.959961
2005-06-20,76.029999,76.980003,75.57,76.550003,3745600,60.080740000000006,2005-06-20,1537.310059,10609.110352,1216.099976
2005-06-21,76.699997,77.0,76.110001,76.410004,5339100,59.970861,2005-06-21,1536.47998,10599.669922,1213.609985
2005-06-22,76.83000200000001,77.489998,76.66999799999999,77.230003,5646300,60.614442000000004,2005-06-22,1534.359985,10587.929688,1213.880005
2005-06-23,76.809998,76.970001,75.059998,75.410004,7766700,59.186004000000004,2005-06-23,1515.949951,10421.44043,1200.72998
2005-06-24,75.16999799999999,75.400002,74.0,74.010002,10792100,58.087205000000004,2005-06-24,1500.180054,10297.839844,1191.569946
2005-06-27,74.010002,74.769997,73.5,73.879997,6489800,57.98517,2005-06-27,1493.75,10290.780273,1190.689941
2005-06-28,73.83000200000001,75.300003,73.449997,75.300003,8188800,59.099669999999996,2005-06-28,1508.609985,10405.629883,1201.569946
2005-06-29,75.260002,75.68,74.620003,74.730003,5519100,58.652302,2005-06-29,1504.109985,10374.480469,1199.849976
2005-06-30,74.800003,75.489998,74.07,74.199997,6127000,58.236323,2005-06-30,1493.52002,10274.969727,1191.329956
2005-01-07,74.300003,75.33000200000001,74.300003,74.66999799999999,4353100,58.60520699999999,2005-07-01,1490.530029,10303.44043,1194.439941
2005-05-07,74.379997,74.970001,74.160004,74.790001,5181800,58.699391000000006,2005-07-05,1506.349976,10371.799805,1204.98999
2005-06-07,74.800003,76.150002,74.400002,75.809998,8009300,59.499942000000004,2005-07-06,1498.050049,10270.679688,1194.939941
2005-07-07,75.150002,77.529999,75.0,77.379997,10757200,60.73216600000001,2005-07-07,1503.780029,10302.290039,1197.869995
2005-08-07,77.379997,79.519997,77.139999,79.300003,13440500,62.239093999999994,2005-07-08,1533.27002,10449.139648,1211.859985
2005-11-07,79.400002,79.519997,78.519997,78.959999,7186700,61.97224,2005-07-11,1547.660034,10519.719727,1219.439941
2005-12-07,79.199997,80.489998,79.18,80.040001,10945500,62.819886,2005-07-12,1555.589966,10513.889648,1222.209961
2005-07-13,81.160004,81.75,81.160004,81.449997,11340000,63.92653000000001,2005-07-13,1557.619995,10557.389648,1223.290039
2005-07-14,82.0,82.66999799999999,82.0,82.41999799999999,8546200,64.687842,2005-07-14,1573.439941,10628.889648,1226.5
2005-07-15,82.43,82.75,81.519997,82.379997,7644100,64.656447,2005-07-15,1577.819946,10640.830078,1227.920044
2005-07-18,81.989998,83.940002,81.68,81.809998,8705600,64.209079,2005-07-18,1570.089966,10574.990234,1221.130005
2005-07-19,84.720001,85.110001,83.699997,83.699997,14149700,65.69245699999999,2005-07-19,1590.48999,10646.55957,1229.349976
2005-07-20,83.199997,84.959999,82.989998,84.599998,9323200,66.39882800000001,2005-07-20,1602.75,10689.150391,1235.199951
2005-07-21,84.599998,84.949997,83.400002,84.400002,8265300,66.24185899999999,2005-07-21,1601.890015,10627.769531,1227.040039
2005-07-22,83.980003,84.629997,83.860001,84.440002,4570400,66.27325400000001,2005-07-22,1600.76001,10651.179688,1233.680054
2005-07-25,83.980003,84.519997,83.91999799999999,84.199997,4457800,66.084885,2005-07-25,1593.569946,10596.480469,1229.030029
2005-07-26,84.150002,84.349998,83.849998,84.120003,4542900,66.022101,2005-07-26,1598.930054,10579.769531,1231.160034
2005-07-27,83.800003,84.129997,82.809998,83.870003,4862200,65.825887,2005-07-27,1611.949951,10637.089844,1236.790039
2005-07-28,83.550003,83.970001,83.269997,83.800003,6189700,65.77094699999999,2005-07-28,1618.640015,10705.549805,1243.719971
2005-07-29,83.300003,83.949997,83.220001,83.459999,4330300,65.50409300000001,2005-07-29,1605.140015,10640.910156,1234.180054
2005-01-08,83.0,83.849998,82.849998,83.43,3664300,65.480548,2005-08-01,1610.109985,10623.150391,1235.349976
2005-02-08,83.269997,83.860001,83.040001,83.309998,5380700,65.386363,2005-08-02,1627.01001,10683.740234,1244.119995
2005-03-08,83.309998,84.199997,83.110001,84.059998,4256200,65.97500500000001,2005-08-03,1627.189941,10697.589844,1245.040039
2005-04-08,83.75,83.889999,82.980003,83.120003,5249900,65.237245,2005-08-04,1608.73999,10610.099609,1235.859985
2005-05-08,82.75,83.739998,82.730003,83.360001,3714600,65.425608,2005-08-05,1601.589966,10558.030273,1226.420044
2005-08-08,83.410004,83.889999,83.019997,83.360001,4424300,65.582955,2005-08-08,1589.969971,10536.929688,1223.130005
2005-09-08,83.400002,83.949997,82.940002,83.5,3793500,65.693099,2005-08-09,1601.140015,10615.669922,1231.380005
2005-10-08,83.650002,84.010002,81.970001,82.019997,5402400,64.528716,2005-08-10,1585.709961,10594.410156,1229.130005
2005-11-08,81.93,82.75,81.620003,82.660004,4570400,65.032237,2005-08-11,1600.650024,10685.889648,1237.810059
2005-12-08,82.150002,82.58000200000001,82.059998,82.190002,4378200,64.662467,2005-08-12,1591.75,10600.30957,1230.390015
2005-08-15,81.900002,82.940002,81.610001,82.5,3431100,64.906355,2005-08-15,1600.709961,10634.379883,1233.869995
2005-08-16,82.07,82.43,81.089996,81.300003,4407400,63.962265,2005-08-16,1574.01001,10513.450195,1219.339966
2005-08-17,81.400002,81.940002,80.839996,81.300003,4853000,63.962265,2005-08-17,1582.290039,10550.709961,1220.23999
2005-08-18,81.099998,82.0,80.800003,81.150002,3713300,63.844252000000004,2005-08-18,1575.76001,10554.929688,1219.02002
2005-08-19,81.360001,83.300003,81.360001,82.760002,6481000,65.11091,2005-08-19,1573.719971,10559.230469,1219.709961
2005-08-22,82.75,83.349998,81.849998,82.599998,5157200,64.985028,2005-08-22,1575.589966,10569.889648,1221.72998
2005-08-23,82.699997,83.139999,81.599998,82.029999,4000300,64.536585,2005-08-23,1571.300049,10519.580078,1217.589966
2005-08-24,81.529999,82.400002,81.230003,81.32,4417600,63.977996999999995,2005-08-24,1561.709961,10434.870117,1209.589966
2005-08-25,81.449997,81.449997,80.720001,81.099998,3606100,63.804913,2005-08-25,1565.880005,10450.629883,1212.369995
2005-08-26,80.809998,81.019997,80.260002,80.379997,5029300,63.238456000000006,2005-08-26,1558.839966,10397.290039,1205.099976
2005-08-29,80.0,81.75,79.900002,81.339996,4025300,63.993730000000006,2005-08-29,1571.52002,10463.049805,1212.280029
2005-08-30,81.0,81.0,79.980003,80.540001,5674200,63.364338000000004,2005-08-30,1565.72998,10412.820312,1208.410034
2005-08-31,80.349998,80.790001,79.870003,80.620003,5400800,63.427279000000006,2005-08-31,1581.709961,10481.599609,1220.329956
2005-01-09,80.160004,80.32,79.339996,79.540001,6390600,62.577594999999995,2005-09-01,1577.25,10459.629883,1221.589966
2005-02-09,79.5,80.010002,79.459999,79.459999,3680600,62.51465400000001,2005-09-02,1573.119995,10447.370117,1218.02002
2005-06-09,79.699997,81.190002,79.699997,81.019997,6305500,63.741972,2005-09-06,1597.27002,10589.240234,1233.390015
2005-07-09,80.699997,81.129997,80.32,80.980003,4116300,63.710508,2005-09-07,1599.859985,10633.5,1236.359985
2005-08-09,81.279999,81.519997,80.5,80.800003,4277300,63.568893,2005-09-08,1597.680054,10595.929688,1231.670044
2005-09-09,80.860001,81.489998,80.519997,81.440002,3982200,64.072409,2005-09-09,1607.829956,10678.55957,1241.47998
2005-12-09,81.029999,82.110001,81.0,81.480003,3692800,64.103879,2005-09-12,1612.199951,10682.94043,1240.560059
2005-09-13,81.489998,81.489998,80.519997,80.75,5040900,63.529554000000005,2005-09-13,1607.380005,10597.44043,1231.199951
2005-09-14,80.75,81.400002,80.41999799999999,80.480003,3887700,63.317136,2005-09-14,1589.630005,10544.900391,1227.160034
2005-09-15,80.43,80.650002,79.66999799999999,80.010002,4864100,62.947365000000005,2005-09-15,1588.550049,10558.75,1227.72998
2005-09-16,80.379997,80.5,79.83000200000001,80.33000200000001,7624900,63.199123,2005-09-16,1599.439941,10641.94043,1237.910034
2005-09-19,79.739998,79.980003,79.010002,79.43,5148500,62.491052,2005-09-19,1586.050049,10557.629883,1231.02002
2005-09-20,79.269997,79.650002,78.629997,78.699997,7122300,61.916727,2005-09-20,1578.199951,10481.519531,1221.339966
2005-09-21,78.0,78.459999,77.370003,77.559998,7126000,61.019839000000005,2005-09-21,1561.839966,10378.030273,1210.199951
2005-09-22,77.559998,78.5,77.300003,78.209999,6870400,61.531224,2005-09-22,1567.359985,10422.049805,1214.619995
2005-09-23,77.699997,78.110001,77.5,78.0,5434600,61.366009,2005-09-23,1571.75,10419.589844,1215.290039
2005-09-26,78.309998,78.410004,76.93,77.410004,5433200,60.901832999999996,2005-09-26,1572.859985,10443.629883,1215.630005
2005-09-27,77.16999799999999,78.599998,77.160004,77.989998,5499600,61.35814,2005-09-27,1568.839966,10456.209961,1215.660034
2005-09-28,78.059998,79.730003,78.059998,79.5,7747700,62.546124,2005-09-28,1568.810059,10473.089844,1216.890015
2005-09-29,79.25,80.550003,78.870003,80.360001,5899700,63.222724,2005-09-29,1589.930054,10552.780273,1227.680054
2005-09-30,80.019997,80.5,79.970001,80.220001,5536500,63.112581000000006,2005-09-30,1601.660034,10568.700195,1228.810059
2005-03-10,80.220001,80.599998,79.5,80.449997,5297600,63.293528,2005-10-03,1605.589966,10535.480469,1226.699951
2005-04-10,80.650002,81.470001,79.93,80.110001,6365100,63.026038,2005-10-04,1595.540039,10441.110352,1214.469971
2005-05-10,80.110001,80.68,79.559998,79.82,4998800,62.797881999999994,2005-10-05,1571.52002,10317.360352,1196.390015
2005-06-10,79.82,80.269997,78.699997,79.699997,8130200,62.70347099999999,2005-10-06,1552.939941,10287.099609,1191.48999
2005-07-10,80.25,81.120003,80.089996,80.5,6130100,63.332868000000005,2005-10-07,1555.920044,10292.30957,1195.900024
2005-10-10,81.239998,82.099998,81.08000200000001,81.25,7882900,63.922926000000004,2005-10-10,1546.98999,10238.759766,1187.329956
2005-11-10,82.25,83.519997,81.970001,83.190002,9781300,65.44921,2005-10-11,1539.310059,10253.169922,1184.869995
2005-12-10,82.75,82.93,81.949997,82.190002,7580800,64.662467,2005-10-12,1521.189941,10216.910156,1177.680054
2005-10-13,81.699997,83.199997,81.699997,82.199997,5530600,64.67033,2005-10-13,1533.800049,10216.589844,1176.839966
2005-10-14,82.599998,82.709999,81.599998,82.349998,5573700,64.78834300000001,2005-10-14,1544.290039,10287.339844,1186.569946
2005-10-17,82.360001,82.989998,81.93,82.589996,7964800,64.977159,2005-10-17,1549.880005,10348.099609,1190.099976
2005-10-18,84.33000200000001,84.599998,83.349998,83.480003,12045300,65.677367,2005-10-18,1538.430054,10285.259766,1178.140015
2005-10-19,82.410004,84.199997,82.379997,84.16999799999999,7502600,66.22021600000001,2005-10-19,1569.609985,10414.129883,1195.76001
2005-10-20,84.0,84.190002,82.879997,83.16999799999999,5752700,65.433472,2005-10-20,1555.589966,10281.099609,1177.800049
2005-10-21,83.08000200000001,84.0,82.910004,83.33000200000001,6020700,65.559354,2005-10-21,1565.119995,10215.219727,1179.589966
2005-10-24,83.150002,83.610001,82.599998,83.470001,5482200,65.669498,2005-10-24,1590.650024,10385.0,1199.380005
2005-10-25,83.08000200000001,83.949997,82.709999,83.360001,5393300,65.582955,2005-10-25,1585.819946,10377.870117,1196.540039
2005-10-26,82.970001,83.870003,82.720001,82.889999,4270800,65.213185,2005-10-26,1575.140015,10344.980469,1191.380005
2005-10-27,82.529999,82.93,82.25,82.309998,3705800,64.756872,2005-10-27,1543.380005,10229.950195,1178.900024
2005-10-28,82.32,82.43,80.5,81.41999799999999,6941300,64.056671,2005-10-28,1557.109985,10402.769531,1198.410034
2005-10-31,81.510002,82.300003,81.300003,81.879997,7531200,64.418572,2005-10-31,1579.180054,10440.070312,1207.01001
2005-01-11,81.849998,82.150002,81.290001,81.589996,5653100,64.190416,2005-11-01,1576.52002,10406.769531,1202.76001
2005-02-11,81.199997,81.889999,80.639999,81.059998,6447400,63.773442,2005-11-02,1597.290039,10472.730469,1214.76001
2005-03-11,81.550003,83.029999,81.309998,82.870003,7690900,65.197453,2005-11-03,1619.670044,10522.589844,1219.939941
2005-04-11,82.910004,83.300003,82.650002,83.0,3831400,65.299727,2005-11-04,1628.030029,10530.759766,1220.140015
2005-07-11,83.099998,83.849998,83.07,83.610001,4455100,65.779641,2005-11-07,1629.27002,10586.230469,1222.810059
2005-08-11,83.410004,83.900002,83.110001,83.150002,3798000,65.574596,2005-11-08,1628.400024,10539.719727,1218.589966
2005-09-11,82.709999,83.33000200000001,82.489998,82.839996,3936200,65.330117,2005-11-09,1630.209961,10546.209961,1220.650024
2005-10-11,82.699997,84.300003,82.300003,83.989998,4732000,66.237043,2005-11-10,1650.930054,10640.099609,1230.959961
2005-11-11,84.199997,84.839996,84.150002,84.550003,4841300,66.67868,2005-11-11,1653.359985,10686.040039,1234.719971
2005-11-14,84.25,85.0,84.110001,84.360001,3915300,66.52883800000001,2005-11-14,1651.900024,10697.169922,1233.76001
2005-11-15,84.029999,85.900002,84.029999,85.529999,6830800,67.451534,2005-11-15,1644.310059,10686.44043,1229.01001
2005-11-16,85.449997,86.58000200000001,85.389999,86.540001,6694100,68.248052,2005-11-16,1651.449951,10674.759766,1231.209961
2005-11-17,86.18,86.980003,85.760002,86.889999,5293600,68.52407099999999,2005-11-17,1676.390015,10720.219727,1242.800049
2005-11-18,88.0,88.0,87.16999799999999,87.769997,7985800,69.218064,2005-11-18,1679.849976,10766.330078,1248.27002
2005-11-21,87.599998,87.870003,87.010002,87.290001,4807900,68.839525,2005-11-21,1686.22998,10820.280273,1254.849976
2005-11-22,86.879997,88.08000200000001,86.879997,87.989998,5786600,69.391563,2005-11-22,1694.140015,10871.429688,1261.22998
2005-11-23,88.120003,89.389999,87.949997,88.800003,5399300,70.03035799999999,2005-11-23,1696.77002,10916.089844,1265.609985
2005-11-25,88.949997,89.32,88.620003,88.800003,2199300,70.03035799999999,2005-11-25,1701.050049,10931.620117,1268.25
2005-11-28,88.800003,89.43,88.75,89.110001,5197900,70.274831,2005-11-28,1684.390015,10890.719727,1257.459961
2005-11-29,89.18,89.940002,89.019997,89.099998,5147000,70.26694300000001,2005-11-29,1676.839966,10888.160156,1257.47998
2005-11-30,89.050003,89.639999,88.730003,88.900002,6021500,70.10922,2005-11-30,1672.560059,10805.870117,1249.47998
2005-01-12,89.150002,89.739998,89.050003,89.209999,4668500,70.353693,2005-12-01,1704.280029,10912.570312,1264.670044
2005-02-12,89.0,89.150002,88.360001,88.650002,4730500,69.912062,2005-12-02,1709.099976,10877.509766,1265.079956
2005-05-12,88.400002,88.650002,87.709999,88.43,4023600,69.738562,2005-12-05,1694.77002,10835.009766,1262.089966
2005-06-12,88.559998,89.839996,88.559998,89.139999,4871500,70.298489,2005-12-06,1701.349976,10856.860352,1263.699951
2005-07-12,89.0,89.91999799999999,88.449997,88.720001,5284000,69.96726600000001,2005-12-07,1697.040039,10810.910156,1257.369995
2005-08-12,88.57,88.910004,86.66999799999999,87.5,5787000,69.005136,2005-12-08,1685.589966,10755.120117,1255.839966
2005-09-12,86.800003,87.099998,86.33000200000001,86.970001,6461800,68.587163,2005-12-09,1692.619995,10778.580078,1259.369995
2005-12-12,87.010002,87.349998,85.760002,85.959999,6044100,67.790645,2005-12-12,1698.349976,10767.769531,1260.430054
2005-12-13,84.5,84.900002,83.5,83.709999,12545300,66.016227,2005-12-13,1705.77002,10823.719727,1267.430054
2005-12-14,83.650002,83.949997,82.949997,83.129997,7161800,65.55882,2005-12-14,1698.97998,10883.509766,1272.73999
2005-12-15,82.879997,83.629997,82.75,83.529999,6155900,65.874274,2005-12-15,1701.699951,10881.669922,1270.939941
2005-12-16,83.889999,84.0,83.0,83.370003,7398200,65.74809599999999,2005-12-16,1688.680054,10875.589844,1267.319946
2005-12-19,83.230003,83.599998,82.650002,82.760002,4985400,65.267031,2005-12-19,1664.359985,10836.530273,1259.920044
2005-12-20,82.949997,83.099998,82.059998,82.480003,5276200,65.046216,2005-12-20,1665.069946,10805.549805,1259.619995
2005-12-21,82.459999,84.0,82.459999,83.120003,6846800,65.550938,2005-12-21,1670.609985,10833.730469,1262.790039
2005-12-22,82.610001,83.230003,82.300003,83.220001,6573600,65.6298,2005-12-22,1683.349976,10889.44043,1268.119995
2005-12-23,84.0,84.199997,83.389999,83.480003,3616200,65.834846,2005-12-23,1682.920044,10883.269531,1268.660034
2005-12-27,83.480003,84.5,82.889999,82.989998,4377800,65.448413,2005-12-27,1668.369995,10777.769531,1256.540039
2005-12-28,83.099998,83.57,82.800003,83.040001,3836800,65.487847,2005-12-28,1667.099976,10796.259766,1258.170044
2005-12-29,82.800003,83.059998,82.220001,82.400002,3958400,64.983124,2005-12-29,1655.359985,10784.820312,1254.420044
2005-12-30,81.849998,82.489998,81.559998,82.199997,5449000,64.82539399999999,2005-12-30,1645.199951,10717.5,1248.290039
2006-03-01,82.449997,82.550003,80.809998,82.059998,11715100,64.714986,2006-01-03,1679.930054,10847.410156,1268.800049
2006-04-01,82.199997,82.5,81.33000200000001,81.949997,9832800,64.628237,2006-01-04,1695.829956,10880.150391,1273.459961
2006-05-01,81.400002,82.900002,81.25,82.5,7213400,65.061986,2006-01-05,1705.290039,10882.150391,1273.47998
2006-06-01,83.949997,85.029999,83.410004,84.949997,8196900,66.994127,2006-01-06,1734.98999,10959.30957,1285.449951
2006-09-01,83.900002,84.25,83.379997,83.730003,6851100,66.032003,2006-01-09,1741.900024,11011.900391,1290.150024
2006-10-01,83.150002,84.120003,83.120003,84.07,5700000,66.300135,2006-01-10,1744.02002,11011.580078,1289.689941
2006-11-01,84.370003,84.809998,83.400002,84.16999799999999,5776400,66.378996,2006-01-11,1758.23999,11043.44043,1294.180054
2006-12-01,83.82,83.959999,83.400002,83.57,4924100,65.90581999999999,2006-01-12,1747.349976,10962.360352,1286.060059
2006-01-13,83.0,83.449997,82.5,83.16999799999999,6921600,65.590366,2006-01-13,1746.780029,10959.870117,1287.609985
2006-01-17,82.800003,83.160004,82.540001,83.0,8718400,65.456301,2006-01-17,1736.390015,10896.320312,1282.930054
2006-01-18,84.0,84.699997,83.519997,83.800003,10984800,66.08720699999999,2006-01-18,1716.619995,10854.860352,1277.930054
2006-01-19,84.139999,84.389999,83.019997,83.089996,6483500,65.527274,2006-01-19,1729.920044,10880.709961,1285.040039
2006-01-20,83.040001,83.050003,81.25,81.360001,8605800,64.162948,2006-01-20,1676.380005,10667.389648,1261.48999
2006-01-23,81.33000200000001,81.91999799999999,80.91999799999999,81.410004,6114100,64.202382,2006-01-23,1676.300049,10688.769531,1263.819946
2006-01-24,81.389999,82.150002,80.800003,80.849998,6069000,63.76074499999999,2006-01-24,1686.219971,10712.219727,1266.859985
2006-01-25,81.050003,81.620003,80.610001,80.910004,6374300,63.808067,2006-01-25,1677.0,10709.740234,1264.680054
2006-01-26,81.5,81.650002,80.589996,80.720001,7810200,63.658225,2006-01-26,1690.48999,10809.469727,1273.829956
2006-01-27,80.75,81.769997,80.75,81.019997,6103400,63.89481,2006-01-27,1711.109985,10907.209961,1283.719971
2006-01-30,80.209999,81.809998,80.209999,81.629997,5325100,64.375875,2006-01-30,1713.449951,10899.919922,1285.189941
2006-01-31,81.5,82.0,81.16999799999999,81.300003,6771600,64.11563199999999,2006-01-31,1710.75,10864.860352,1280.079956
2006-01-02,80.900002,82.239998,80.650002,81.940002,5419300,64.620355,2006-02-01,1713.02002,10953.950195,1282.459961
2006-02-02,81.449997,81.589996,80.900002,81.230003,6198000,64.060428,2006-02-02,1685.77002,10851.980469,1270.839966
2006-03-02,80.550003,80.769997,79.720001,79.970001,9852000,63.066752,2006-02-03,1664.530029,10793.620117,1264.030029
2006-06-02,79.940002,79.949997,78.93,79.510002,9568500,62.703982999999994,2006-02-06,1657.540039,10798.269531,1265.02002
2006-07-02,79.5,80.190002,79.300003,79.849998,5247300,62.972115,2006-02-07,1651.839966,10749.759766,1254.780029
2006-08-02,80.58000200000001,80.900002,80.239998,80.800003,5029200,63.881321,2006-02-08,1670.469971,10858.620117,1265.650024
2006-09-02,80.400002,80.800003,79.5,80.400002,7609200,63.565075,2006-02-09,1654.079956,10883.349609,1263.780029
2006-10-02,80.400002,81.459999,80.199997,81.33000200000001,5371900,64.300343,2006-02-10,1663.75,10919.049805,1266.98999
2006-02-13,81.33000200000001,81.910004,80.18,80.440002,5257400,63.5967,2006-02-13,1645.829956,10892.320312,1262.859985
2006-02-14,80.550003,81.449997,80.349998,81.089996,6075500,64.11059200000001,2006-02-14,1661.949951,11028.389648,1275.530029
2006-02-15,80.860001,81.5,80.5,80.849998,5052000,63.920846999999995,2006-02-15,1673.150024,11058.969727,1280.0
2006-02-16,80.68,80.910004,80.129997,80.910004,5310500,63.968288,2006-02-16,1688.609985,11120.679688,1289.380005
2006-02-17,80.910004,81.029999,80.129997,80.709999,5298800,63.810162,2006-02-17,1675.209961,11115.320312,1287.23999
2006-02-21,80.099998,80.75,79.970001,80.5,5838000,63.644135,2006-02-21,1655.680054,11069.05957,1283.030029
2006-02-22,80.0,81.650002,79.970001,81.349998,5294300,64.316153,2006-02-22,1677.52002,11137.169922,1292.670044
2006-02-23,81.199997,81.339996,80.040001,80.199997,4979400,63.40695,2006-02-23,1672.290039,11069.219727,1287.790039
2006-02-24,80.650002,80.650002,79.849998,80.099998,3903200,63.327890000000004,2006-02-24,1676.5,11061.849609,1289.430054
2006-02-27,79.970001,80.889999,79.949997,80.629997,3787000,63.746912,2006-02-27,1695.660034,11097.549805,1294.119995
2006-02-28,80.099998,80.550003,79.709999,80.239998,5960700,63.438575,2006-02-28,1670.569946,10993.410156,1280.660034
2006-01-03,80.199997,80.809998,79.779999,79.900002,5172300,63.16976999999999,2006-03-01,1694.579956,11053.530273,1291.23999
2006-02-03,79.550003,80.209999,79.540001,79.940002,4418800,63.201395,2006-03-02,1693.780029,11025.509766,1289.140015
2006-03-03,79.510002,80.83000200000001,79.510002,79.959999,4354400,63.21720500000001,2006-03-03,1684.319946,11021.589844,1287.22998
2006-06-03,79.910004,80.639999,79.900002,80.0,4709500,63.248830000000005,2006-03-06,1669.939941,10958.589844,1278.26001
2006-07-03,80.010002,80.790001,79.860001,80.290001,4330800,63.478108,2006-03-07,1661.02002,10980.69043,1275.880005
2006-08-03,80.25,81.599998,80.25,81.139999,5569900,64.150125,2006-03-08,1661.859985,11005.740234,1278.469971
2006-09-03,81.260002,81.980003,80.800003,81.019997,4310700,64.05525,2006-03-09,1645.089966,10972.280273,1272.22998
2006-10-03,81.029999,82.25,81.029999,81.57,4787200,64.490088,2006-03-10,1648.22998,11076.339844,1281.420044
2006-03-13,81.559998,82.400002,81.449997,81.93,4571400,64.77470799999999,2006-03-13,1653.790039,11076.019531,1284.130005
2006-03-14,81.510002,82.989998,81.470001,82.879997,4518000,65.525786,2006-03-14,1681.150024,11151.339844,1297.47998
2006-03-15,82.650002,83.760002,82.639999,83.379997,5370400,65.921091,2006-03-15,1694.459961,11209.769531,1303.02002
2006-03-16,83.43,83.720001,82.610001,82.870003,4299500,65.517884,2006-03-16,1679.050049,11253.240234,1305.329956
2006-03-17,83.349998,83.410004,82.82,83.300003,6414400,65.857846,2006-03-17,1685.660034,11279.650391,1307.25
2006-03-20,83.110001,83.75,82.989998,83.58000200000001,3870300,66.079216,2006-03-20,1688.97998,11274.530273,1305.079956
2006-03-21,83.82,84.989998,83.58000200000001,83.809998,7404300,66.261053,2006-03-21,1672.469971,11235.469727,1297.22998
