Date,Open,High,Low,Close,Volume,Adj Close,Date,NDX,DJIA,SP500
2000-08-03,103.0,106.875,102.75,106.25,8376400,80.46927600000001,2000-03-08,4445.680176,9856.530273,1366.699951
2000-09-03,106.5,108.0,104.125,108.0,6334100,81.794653,2000-03-09,4586.259766,10010.730469,1401.689941
2000-10-03,107.625,109.0,105.0,105.25,7093200,79.71191800000001,2000-03-10,4587.160156,9928.820312,1395.069946
2000-03-13,104.0,109.0,102.5,107.6875,7871000,81.557978,2000-03-13,4426.799805,9947.129883,1383.619995
2000-03-14,107.75,110.0,107.375,108.625,7973700,82.268001,2000-03-14,4226.990234,9811.240234,1359.150024
2000-03-15,107.5,108.25,106.125,107.0,5665900,81.037295,2000-03-15,4130.009766,10131.410156,1392.140015
2000-03-16,109.0,109.8125,107.875,109.0,6622500,82.552011,2000-03-16,4353.330078,10630.599609,1458.469971
2000-03-17,108.25,111.6875,107.6875,110.0,8857300,83.309368,2000-03-17,4440.450195,10595.230469,1464.469971
2000-03-20,110.0,113.375,109.9375,112.75,6563500,85.392103,2000-03-20,4261.149902,10680.240234,1456.630005
2000-03-21,112.8125,114.6875,111.9375,113.5,6771600,85.960121,2000-03-21,4449.330078,10907.339844,1493.869995
2000-03-22,114.5,115.375,113.875,114.25,6137800,86.52814000000001,2000-03-22,4596.810059,10866.700195,1500.640015
2000-03-23,115.875,115.875,111.625,115.25,6492400,87.28549699999999,2000-03-23,4660.620117,11119.860352,1527.349976
2000-03-24,115.375,122.25,115.0625,120.625,12125600,91.356296,2000-03-24,4691.609863,11112.719727,1527.459961
2000-03-27,125.0,128.25,124.625,126.875,11862900,96.089783,2000-03-27,4704.72998,11025.849609,1523.859985
2000-03-28,125.75,127.0,122.0625,122.5,8149600,92.776342,2000-03-28,4583.390137,10936.110352,1507.72998
2000-03-29,122.3125,122.4375,118.5,119.0,7312300,90.12559,2000-03-29,4413.919922,11018.719727,1508.52002
2000-03-30,118.875,123.0,118.6875,122.75,9158000,92.965682,2000-03-30,4250.189941,10980.25,1487.920044
2000-03-31,122.625,123.75,117.0625,118.375,8015200,89.652241,2000-03-31,4397.839844,10921.919922,1498.579956
2000-03-04,120.0,122.375,119.4375,122.0,7715600,92.397663,2000-04-03,4077.02002,11221.929688,1505.969971
2000-04-04,121.5,126.9375,115.0625,121.1875,16667200,91.78231,2000-04-04,4034.169922,11164.839844,1494.72998
2000-05-04,120.5,125.75,119.75,125.0,8693500,94.669737,2000-04-05,4030.26001,11033.919922,1487.369995
2000-06-04,123.5,128.0,122.625,122.75,8887400,92.965682,2000-04-06,4086.72998,11114.269531,1501.339966
2000-07-04,123.5,125.6875,121.5,123.125,5380300,93.249691,2000-04-07,4291.529785,11111.480469,1516.349976
2000-10-04,124.75,125.375,121.5625,122.125,5507300,92.492333,2000-04-10,3998.26001,11186.55957,1504.459961
2000-11-04,121.625,121.625,117.8125,119.375,7738700,90.409599,2000-04-11,3909.209961,11287.080078,1500.589966
2000-12-04,119.625,119.625,111.6875,113.75,8885200,86.149461,2000-04-12,3633.629883,11125.129883,1467.170044
2000-04-13,112.5,114.3125,110.0,110.625,8236400,83.782717,2000-04-13,3553.810059,10923.549805,1440.51001
2000-04-14,109.8125,112.75,102.875,105.0,11782000,79.52257900000001,2000-04-14,3207.959961,10305.769531,1356.560059
2000-04-17,103.875,112.25,103.3125,111.875,9969500,84.729415,2000-04-17,3529.449951,10582.509766,1401.439941
2000-04-18,112.25,115.125,110.0625,111.5,8205500,84.44540500000001,2000-04-18,3715.810059,10767.419922,1441.609985
2000-04-19,109.75,109.75,102.8125,105.0,14674500,79.52257900000001,2000-04-19,3583.070068,10674.959961,1427.469971
2000-04-20,105.0,105.25,102.0625,104.0,10633300,78.765221,2000-04-20,3505.290039,10844.049805,1434.540039
2000-04-24,102.0,107.1875,101.25,106.5,8523100,80.65861600000001,2000-04-24,3353.530029,10906.099609,1429.859985
2000-04-25,106.5,113.0,106.4375,112.5,9576400,85.202763,2000-04-25,3621.560059,11124.820312,1477.439941
2000-04-26,112.5,113.9375,109.0,110.5,6182800,83.688047,2000-04-26,3505.709961,10945.5,1460.98999
2000-04-27,109.5,113.125,108.6875,110.625,6317500,83.782717,2000-04-27,3692.570068,10888.099609,1464.920044
2000-04-28,112.0,112.6875,110.125,111.5,4888600,84.44540500000001,2000-04-28,3773.179932,10733.910156,1452.430054
2000-01-05,112.5,113.1875,110.4375,112.0,4196100,84.824084,2000-05-01,3829.840088,10811.780273,1468.25
2000-02-05,111.0,113.625,110.6875,111.375,4085000,84.350736,2000-05-02,3627.310059,10731.120117,1446.290039
2000-03-05,110.5,111.125,106.5625,108.125,5543800,81.88932199999999,2000-05-03,3562.159912,10480.129883,1415.099976
2000-04-05,109.125,109.1875,107.1875,107.625,3631300,81.510643,2000-05-04,3570.72998,10412.490234,1409.569946
2000-05-05,106.625,109.625,106.5,107.875,4695100,81.69998299999999,2000-05-05,3688.360107,10577.860352,1432.630005
2000-08-05,108.0625,110.375,107.625,109.75,4826900,83.220318,2000-05-08,3521.600098,10603.629883,1424.170044
2000-09-05,110.5,110.625,108.25,109.0,4864900,82.651615,2000-05-09,3445.26001,10536.75,1412.140015
2000-10-05,105.5,105.6875,102.0625,103.0,10012700,78.101985,2000-05-10,3244.72998,10367.780273,1383.050049
2000-11-05,104.0,107.5,103.1875,104.4375,8106200,79.192,2000-05-11,3381.570068,10545.969727,1407.810059
2000-12-05,103.75,105.75,103.25,104.4375,5599700,79.192,2000-05-12,3406.25,10609.370117,1420.959961
2000-05-15,104.0,104.875,102.0,104.1875,5907800,79.002432,2000-05-15,3512.110107,10807.780273,1452.359985
2000-05-16,105.125,109.25,105.0,109.0,7265800,82.651615,2000-05-16,3646.889893,10934.570312,1466.040039
2000-05-17,107.5,108.875,106.125,107.875,5524500,81.798559,2000-05-17,3550.5,10769.740234,1447.800049
2000-05-18,106.125,107.3125,104.6875,106.0625,4577200,80.424192,2000-05-18,3426.350098,10777.280273,1437.209961
2000-05-19,106.0625,107.5,105.0,106.4375,6419200,80.708543,2000-05-19,3260.639893,10626.849609,1406.949951
2000-05-22,106.0,109.25,103.4375,109.25,6769400,82.841183,2000-05-22,3264.709961,10542.549805,1400.719971
2000-05-23,109.0,110.0,107.125,107.375,5978900,81.419423,2000-05-23,3023.419922,10422.269531,1373.859985
2000-05-24,106.5,110.0,104.1875,109.625,8184200,83.125534,2000-05-24,3180.310059,10535.349609,1399.050049
2000-05-25,110.5,112.25,106.375,106.5,5967600,80.755935,2000-05-25,3099.280029,10323.919922,1381.52002
2000-05-26,105.5,107.1875,104.5625,106.9375,4296900,81.08767900000001,2000-05-26,3101.439941,10299.240234,1378.02002
2000-05-30,107.75,111.0,107.6875,110.9375,3617500,84.120766,2000-05-30,3414.030029,10527.129883,1422.449951
2000-05-31,110.5,110.75,107.1875,107.3125,3732500,81.372031,2000-05-31,3324.080078,10522.330078,1420.599976
2000-01-06,107.5625,108.9375,105.5,106.0,5712500,80.3768,2000-06-01,3518.97998,10652.200195,1448.810059
2000-02-06,109.0,109.75,107.625,108.8125,5473300,82.509439,2000-06-02,3755.669922,10794.759766,1477.26001
2000-05-06,108.4375,114.1875,108.4375,112.8125,7281400,85.542526,2000-06-05,3730.310059,10815.299805,1467.630005
2000-06-06,112.25,114.625,111.25,112.375,5369400,85.210782,2000-06-06,3646.320068,10735.570312,1457.839966
2000-07-06,112.5,121.75,111.5,121.0,11115500,91.750875,2000-06-07,3736.01001,10812.860352,1471.359985
2000-08-06,119.375,122.3125,117.5,119.75,9325600,90.803035,2000-06-08,3707.310059,10668.719727,1461.670044
2000-09-06,119.875,120.75,118.875,119.6875,4739100,90.755643,2000-06-09,3760.26001,10614.05957,1456.949951
2000-12-06,119.125,120.4375,118.84369699999999,118.84369699999999,3640300,90.115811,2000-06-12,3638.419922,10564.209961,1446.0
2000-06-13,118.875,119.9375,116.75,119.3125,4008600,90.471292,2000-06-13,3765.810059,10621.839844,1469.439941
2000-06-14,118.875,120.0,115.5,116.0,5282600,87.959517,2000-06-14,3677.48999,10687.950195,1470.540039
2000-06-15,116.0,119.0,115.875,116.8125,5386300,88.57561199999999,2000-06-15,3752.01001,10714.820312,1478.72998
2000-06-16,116.3125,117.6875,113.25,113.25,8046200,85.874269,2000-06-16,3787.360107,10449.299805,1464.459961
2000-06-19,113.5,120.375,113.25,120.375,6059200,91.276955,2000-06-19,3933.699951,10557.839844,1486.0
2000-06-20,120.0,120.6875,115.375,116.375,7103800,88.243868,2000-06-20,3933.830078,10435.160156,1475.949951
2000-06-21,115.5625,115.9375,113.5,114.5,6487000,86.822109,2000-06-21,3970.0,10497.740234,1479.130005
2000-06-22,114.125,114.3125,111.25,111.8125,4853100,84.784254,2000-06-22,3804.110107,10376.120117,1452.180054
2000-06-23,113.5,113.625,110.8125,111.875,3360900,84.83164599999999,2000-06-23,3685.300049,10404.75,1441.47998
2000-06-26,113.0,115.75,112.875,114.40619699999999,3625900,86.75098100000001,2000-06-26,3771.449951,10542.990234,1455.310059
2000-06-27,111.625,112.8125,108.75,109.75,6607900,83.220318,2000-06-27,3699.0,10504.459961,1450.550049
2000-06-28,110.0,115.1875,109.875,113.78119699999999,6436600,86.277061,2000-06-28,3771.060059,10527.790039,1454.819946
2000-06-29,111.75,114.375,110.0625,114.0,7688500,86.442973,2000-06-29,3665.830078,10398.040039,1442.390015
2000-06-30,112.6875,113.1875,108.625,109.5625,8612600,83.078142,2000-06-30,3763.790039,10447.889648,1454.599976
2000-03-07,108.75,109.875,108.3125,109.5,2304400,83.030751,2000-07-03,3804.780029,10560.669922,1469.540039
2000-05-07,105.625,105.625,101.125,105.0,14339600,79.618528,2000-07-05,3649.800049,10483.599609,1446.22998
2000-06-07,105.0,105.125,100.0,101.25,12932700,76.775009,2000-07-06,3793.47998,10481.469727,1456.670044
2000-07-07,102.6875,105.0625,101.625,105.0625,9031700,79.66592,2000-07-07,3841.27002,10635.980469,1478.900024
2000-10-07,104.6875,104.9375,102.875,103.3125,4212200,78.338944,2000-07-10,3772.199951,10646.580078,1475.619995
2000-11-07,103.25,104.0,101.0,102.0,5619800,77.343713,2000-07-11,3744.530029,10727.19043,1480.880005
2000-12-07,103.1875,105.875,102.625,104.625,5550500,79.334176,2000-07-12,3901.120117,10783.759766,1492.920044
2000-07-13,105.4375,105.9375,102.0,104.0,5669700,78.860256,2000-07-13,3956.669922,10788.709961,1495.839966
2000-07-14,103.75,104.875,103.125,103.9375,4020000,78.812864,2000-07-14,4041.149902,10812.75,1509.97998
2000-07-17,104.4375,107.875,104.1875,105.5,6632700,79.997664,2000-07-17,4061.879883,10804.269531,1510.48999
2000-07-18,104.125,104.8125,102.625,103.3125,6452700,78.338944,2000-07-18,3960.959961,10739.919922,1493.73999
2000-07-19,102.375,109.5,101.0,108.75,7781400,82.462047,2000-07-19,3843.97998,10696.080078,1481.959961
2000-07-20,112.0,117.8125,111.75,117.25,23048400,88.90735600000001,2000-07-20,3995.459961,10843.870117,1495.569946
2000-07-21,117.0,117.0,113.75,114.75,8966400,87.011677,2000-07-21,3908.75,10733.55957,1480.189941
2000-07-24,114.125,115.625,111.625,112.5,6814400,85.305566,2000-07-24,3790.620117,10685.120117,1464.290039
2000-07-25,113.25,113.375,110.25,112.0,5566900,84.92643000000001,2000-07-25,3865.389893,10699.969727,1474.469971
2000-07-26,111.0,112.375,108.875,109.875,6670400,83.315102,2000-07-26,3818.310059,10516.480469,1452.420044
2000-07-27,109.875,111.5,109.3125,110.3125,4047400,83.646846,2000-07-27,3681.629883,10586.129883,1449.619995
2000-07-28,111.125,112.5,108.875,111.8125,5355600,84.784254,2000-07-28,3477.310059,10511.169922,1419.890015
2000-07-31,110.5,113.6875,110.0625,112.25,5113500,85.115998,2000-07-31,3609.350098,10521.980469,1430.829956
2000-01-08,112.0,112.4375,110.25,110.5,2996500,83.789022,2000-08-01,3521.149902,10606.950195,1438.099976
2000-02-08,111.0,114.875,110.75,114.25,5877900,86.632541,2000-08-02,3490.340088,10687.530273,1438.699951
2000-03-08,113.0,116.5,112.3125,116.0,5567400,87.959517,2000-08-03,3623.5,10706.580078,1452.560059
2000-04-08,116.0,116.5,114.3125,115.875,4460500,87.864733,2000-08-04,3618.629883,10767.75,1462.930054
2000-07-08,116.625,119.0,115.8125,116.3125,5910700,88.196476,2000-08-07,3710.389893,10867.009766,1479.319946
2000-08-08,115.6875,119.625,115.5625,118.875,5736700,90.240403,2000-08-08,3686.370117,10976.889648,1482.800049
2000-09-08,119.0,120.8125,118.75,118.75,6585400,90.145513,2000-08-09,3693.040039,10905.830078,1472.869995
2000-10-08,118.75,120.25,117.875,119.75,5484100,90.90463299999999,2000-08-10,3595.189941,10908.759766,1460.25
2000-11-08,119.75,121.8125,119.1875,120.625,6142400,91.56886300000001,2000-08-11,3644.610107,11027.799805,1471.839966
2000-08-14,120.0,123.6875,119.3125,123.25,4949400,93.561553,2000-08-14,3719.610107,11176.139648,1491.560059
2000-08-15,122.0625,122.625,120.75,122.0,4378100,92.61265300000001,2000-08-15,3722.620117,11067.0,1484.430054
2000-08-16,121.0625,122.9375,119.5,122.375,5946000,92.897323,2000-08-16,3721.25,11008.389648,1479.849976
2000-08-17,119.75,122.8125,119.5,122.5,4338400,92.992213,2000-08-17,3830.590088,11055.639648,1496.069946
2000-08-18,122.375,123.375,120.125,120.4375,4127500,91.426528,2000-08-18,3807.51001,11046.480469,1491.719971
2000-08-21,121.0625,122.1875,120.0625,121.4375,3234200,92.185648,2000-08-21,3827.620117,11079.80957,1499.47998
2000-08-22,121.1875,122.1875,121.0,121.375,2769400,92.138203,2000-08-22,3827.889893,11139.150391,1498.130005
2000-08-23,120.3125,123.75,119.875,123.25,4251200,93.561553,2000-08-23,3896.919922,11144.650391,1505.969971
2000-08-24,123.0,125.4375,122.6875,124.8125,5988300,94.74767800000001,2000-08-24,3949.570068,11182.740234,1508.310059
2000-08-25,124.3125,129.875,124.25,129.0,8279000,97.92649399999999,2000-08-25,3931.25,11192.629883,1506.449951
2000-08-28,129.875,133.1875,129.75,131.5,8536600,99.824294,2000-08-28,3954.23999,11252.839844,1514.089966
2000-08-29,131.5,134.25,131.0,132.875,6040000,100.868084,2000-08-29,3951.939941,11215.099609,1509.839966
2000-08-30,130.75,131.5,129.5625,130.3125,4928800,98.922839,2000-08-30,3968.72998,11103.009766,1502.589966
2000-08-31,131.875,134.1875,131.625,132.015594,5469500,100.215692,2000-08-31,4077.590088,11215.099609,1517.680054
2000-01-09,133.0625,134.9375,132.625,133.625,5776300,101.437424,2000-09-01,4099.299805,11238.780273,1520.77002
2000-05-09,132.8125,133.3125,130.8125,131.1875,4112100,99.587069,2000-09-05,3987.030029,11260.610352,1507.079956
2000-06-09,130.875,134.875,130.375,131.4375,6473000,99.776849,2000-09-06,3837.620117,11310.639648,1492.25
2000-07-09,131.875,134.5,131.875,133.375,4622800,101.247644,2000-09-07,3953.360107,11259.870117,1502.51001
2000-08-09,132.5,132.9375,129.375,129.5,4993700,98.306054,2000-09-08,3813.439941,11220.650391,1494.5
2000-11-09,127.875,128.25,123.625,124.5,7617700,94.510453,2000-09-11,3706.73999,11195.490234,1489.26001
2000-12-09,124.8125,126.875,124.0625,125.0,5001700,94.890013,2000-09-12,3666.870117,11233.230469,1481.98999
2000-09-13,123.125,128.8125,122.75,127.6875,5473600,96.930149,2000-09-13,3741.75,11182.179688,1484.910034
2000-09-14,128.0,129.1875,126.3125,126.875,4425500,96.313364,2000-09-14,3737.419922,11087.469727,1480.869995
2000-09-15,126.8125,127.25,124.75,125.0,5481700,94.890013,2000-09-15,3676.330078,10927.0,1465.810059
2000-09-18,125.25,126.0,123.0625,123.25,3932800,93.561553,2000-09-18,3585.52002,10808.519531,1444.51001
2000-09-19,122.75,126.25,122.5625,124.9375,3341000,94.842568,2000-09-19,3756.399902,10789.290039,1459.900024
2000-09-20,124.6875,126.5625,123.5,124.75,4623400,94.700233,2000-09-20,3790.449951,10687.919922,1451.339966
2000-09-21,124.1875,126.6875,120.0,121.5,4302200,92.23309300000001,2000-09-21,3718.149902,10765.519531,1449.050049
2000-09-22,123.0,124.3125,121.3125,123.875,5930100,94.03600300000001,2000-09-22,3701.179932,10847.370117,1448.719971
2000-09-25,124.5,126.625,121.0,123.0,4291000,93.371773,2000-09-25,3622.100098,10808.150391,1439.030029
2000-09-26,120.0,121.875,118.375,119.125,6217200,90.430183,2000-09-26,3582.590088,10631.320312,1427.209961
2000-09-27,120.0625,120.3125,115.5,118.0,5948900,89.576173,2000-09-27,3571.899902,10628.360352,1426.569946
2000-09-28,117.375,118.875,115.0,115.25,5309100,87.48859200000001,2000-09-28,3725.149902,10824.05957,1458.290039
2000-09-29,115.5,116.9375,110.25,112.625,9594600,85.495902,2000-09-29,3570.610107,10650.919922,1436.51001
2000-02-10,112.625,119.625,112.625,117.8125,8872200,89.433838,2000-10-02,3457.969971,10700.129883,1436.22998
2000-03-10,118.875,119.375,110.0,110.5625,11744200,83.930217,2000-10-03,3353.340088,10719.740234,1426.459961
2000-04-10,110.375,114.875,108.5625,114.375,11668900,86.824362,2000-10-04,3453.360107,10784.480469,1434.319946
2000-05-10,113.8125,114.5625,111.5625,113.1875,5547000,85.922907,2000-10-05,3424.320068,10724.919922,1436.280029
2000-06-10,114.0,116.125,112.75,116.0,6108400,88.057932,2000-10-06,3311.939941,10596.540039,1408.98999
2000-09-10,115.9375,119.375,114.3125,117.9375,4898000,89.528728,2000-10-09,3318.899902,10568.429688,1402.030029
2000-10-10,116.625,117.125,112.4375,114.875,5614200,87.20392199999999,2000-10-10,3188.290039,10524.400391,1387.02002
2000-11-10,111.875,112.9375,107.5,112.0,8775800,85.021452,2000-10-11,3100.530029,10413.790039,1364.589966
2000-12-10,114.25,114.375,103.125,103.125,9704900,78.284261,2000-10-12,3004.449951,10034.580078,1329.780029
2000-10-13,104.1875,110.4375,104.1875,109.0625,9092600,82.791537,2000-10-13,3277.77002,10192.179688,1374.170044
2000-10-16,111.5,113.125,108.5625,111.125,7710400,84.357222,2000-10-16,3249.459961,10238.799805,1374.619995
2000-10-17,111.9375,113.875,108.5625,113.0,8882500,85.78057199999999,2000-10-17,3172.189941,10089.709961,1349.969971
2000-10-18,96.75,99.125,90.25,95.4375,29777800,72.448525,2000-10-18,3139.310059,9975.019531,1342.130005
2000-10-19,98.0,98.5,92.6875,96.4375,17966900,73.207645,2000-10-19,3402.949951,10142.980469,1388.76001
2000-10-20,95.125,96.25,94.1875,94.75,9369200,71.92663,2000-10-20,3456.610107,10226.589844,1396.930054
2000-10-23,94.75,95.0,91.0625,92.875,9338600,70.50328,2000-10-23,3422.0,10271.719727,1395.780029
2000-10-24,93.0,94.375,90.1875,91.4375,8826200,69.41204499999999,2000-10-24,3353.26001,10393.070312,1398.130005
2000-10-25,90.5,90.9375,86.9375,87.5625,14058500,66.470454,2000-10-25,3107.610107,10326.480469,1364.900024
2000-10-26,88.0,92.875,87.625,92.75,10135700,70.40839,2000-10-26,3167.139893,10380.120117,1364.439941
2000-10-27,93.0,93.6875,91.0,93.6875,6431400,71.120065,2000-10-27,3175.25,10590.620117,1379.579956
2000-10-30,93.5,93.75,90.3125,93.3125,8084000,70.83539499999999,2000-10-30,3081.070068,10835.769531,1398.660034
2000-10-31,93.75,99.125,93.75,98.5,10902600,74.773331,2000-10-31,3282.300049,10971.139648,1429.400024
2000-01-11,98.4375,99.875,97.25,98.5625,7466200,74.820776,2000-11-01,3225.27002,10899.469727,1421.219971
2000-02-11,99.0,102.3125,98.5,101.9375,7445100,77.382806,2000-11-02,3308.47998,10880.509766,1428.319946
2000-03-11,102.5,102.625,99.375,100.125,5848500,76.006901,2000-11-03,3321.909912,10817.950195,1426.689941
2000-06-11,99.875,102.375,99.4375,100.3125,4448500,76.149236,2000-11-06,3290.469971,10977.209961,1432.189941
2000-07-11,101.125,103.5,100.6875,102.3125,5420600,77.66747600000001,2000-11-07,3279.570068,10952.179688,1431.869995
2000-08-11,103.625,103.75,99.25,100.0,6990800,76.008588,2000-11-08,3059.090088,10907.05957,1409.280029
2000-09-11,96.75,100.0,95.6875,99.4375,9047900,75.58104,2000-11-09,3057.060059,10834.25,1400.140015
2000-10-11,98.0,98.375,93.0,93.0,6807900,70.68798699999999,2000-11-10,2890.26001,10602.950195,1365.97998
2000-11-13,91.8125,99.4375,91.625,97.4375,8684900,74.060868,2000-11-13,2836.620117,10517.25,1351.26001
2000-11-14,99.25,99.875,98.5,99.5,5150900,75.62854499999999,2000-11-14,3039.5,10681.05957,1382.949951
2000-11-15,99.5,100.0625,97.625,99.375,4160300,75.533534,2000-11-15,3076.699951,10707.599609,1389.810059
2000-11-16,99.25,99.6875,98.25,98.25,3739700,74.678438,2000-11-16,2925.159912,10656.030273,1372.319946
2000-11-17,98.3125,102.5,98.25,101.9375,7717400,77.481254,2000-11-17,2934.810059,10629.870117,1367.719971
2000-11-20,101.5,103.25,100.875,103.25,7426600,78.47886700000001,2000-11-20,2792.409912,10462.650391,1342.619995
2000-11-21,103.25,104.375,98.5,98.5,7180700,74.868459,2000-11-21,2786.530029,10494.5,1347.349976
2000-11-22,98.5,100.8125,98.3125,98.5,5537100,74.868459,2000-11-22,2668.25,10399.320312,1322.359985
2000-11-24,99.375,101.75,99.25,99.9375,2497500,75.961083,2000-11-24,2830.090088,10470.230469,1341.77002
2000-11-27,100.4375,102.0,98.4375,98.4375,3866200,74.820954,2000-11-27,2769.320068,10546.070312,1348.969971
2000-11-28,98.75,100.75,97.375,97.875,4799100,74.393406,2000-11-28,2621.110107,10507.580078,1336.089966
2000-11-29,97.75,99.9375,96.6875,99.8125,5524600,75.866072,2000-11-29,2602.850098,10629.110352,1341.930054
2000-11-30,98.0,98.0,92.25,93.5,10651400,71.06803000000001,2000-11-30,2506.540039,10414.490234,1314.949951
2000-01-12,94.4375,99.3125,94.375,95.625,7525100,72.683212,2000-12-01,2549.73999,10373.540039,1315.22998
2000-04-12,96.0,99.1875,95.75,98.375,5566800,74.773449,2000-12-04,2554.399902,10560.950195,1324.969971
2000-05-12,100.4375,104.75,99.625,103.375,7804200,78.57387800000001,2000-12-05,2852.870117,10898.719727,1376.540039
2000-06-12,101.75,101.8125,94.8125,96.75,10096900,73.538309,2000-12-06,2743.699951,10664.379883,1351.459961
2000-07-12,95.0625,95.9375,93.125,93.125,7922000,70.78299799999999,2000-12-07,2719.909912,10617.360352,1343.550049
